N,Etiqueta,TS,ciudad,nodo_concentrador,nodo_estandar,nodo_backup,ruta,caja_codigo,color_buffer,tipo_ruta,clase,detalle_validacion
,UIO--123/456-F41-PE-99-,UIO,UIO,,123,456,F41,PE-99,,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-/???-F27-PQ12X-,GYE,GYE,NODO-X,,???,F27,PQ12X,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/???-F17-12345-,CUE,CUE,NODO-X,Final,???,F17,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--Final/???-F89-12345-XXX,CUE,CUE,,Final,???,F89,12345,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--123/456-F83--XXX,CUE,CUE,,123,456,F83,,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-Final/???-F49-12345-XXX,GYE,GYE,NODO-X,Final,???,F49,12345,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--???/???-F38-12345-NEGROX,CUE,CUE,,???,???,F38,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--123/456-F73-PE-99-NEGROX,CUE,CUE,,123,456,F73,PE-99,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/-F37--BLANCO,UIO,UIO,Centro,???,,F37,,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-123/456-F40--NEGROX,GYE,GYE,???,123,456,F40,,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--123/456-F34-12345-,UIO,UIO,,123,456,F34,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/456-F66-CAXXA-NEGROX,UIO,UIO,Centro,123,456,F66,CAXXA,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--???/BackupX-F89-12345-BLANCO,CUE,CUE,,???,BackupX,F89,12345,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-Final/456-F25-CAXXA-,GYE,GYE,???,Final,456,F25,CAXXA,,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-Final/???-F38-PE-99-NEGROX,GYE,GYE,NODO-X,Final,???,F38,PE-99,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-123/-F67-CAXXA-,CUE,CUE,Centro,123,,F67,CAXXA,,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--123/-F89--XXX,UIO,UIO,,123,,F89,,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE--???/???-F91-CAXXA-NEGROX,GYE,GYE,,???,???,F91,CAXXA,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-???-123/BackupX-F24-CAXXA-ROSA,UIO,UIO,???,123,BackupX,F24,CAXXA,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/-F15--BLANCO,CUE,CUE,Centro,Final,,F15,,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--/-F17-12345-ROSA,UIO,UIO,,,,F17,12345,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-123/???-F64-12345-NEGROX,GYE,GYE,???,123,???,F64,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-???/-F70--XXX,GYE,GYE,NODO-X,???,,F70,,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/456-F36-PQ12X-XXX,CUE,CUE,NODO-X,Final,456,F36,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/BackupX-F16-PQ12X-ROSA,CUE,CUE,NODO-X,Final,BackupX,F16,PQ12X,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--123/???-F23--XXX,UIO,UIO,,123,???,F23,,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-/BackupX-F98-PQ12X-BLANCO,CUE,CUE,Centro,,BackupX,F98,PQ12X,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-Final/-F51--ROSA,GYE,GYE,???,Final,,F51,,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-/456-F87-PQ12X-XXX,CUE,CUE,Centro,,456,F87,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-???-/BackupX-F57-12345-,UIO,UIO,???,,BackupX,F57,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--???/???-F47-CAXXA-BLANCO,CUE,CUE,,???,???,F47,CAXXA,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--/BackupX-F16-12345-NEGROX,UIO,UIO,,,BackupX,F16,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--/456-F12-PQ12X-XXX,CUE,CUE,,,456,F12,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-123/-F85--ROSA,GYE,GYE,Centro,123,,F85,,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/BackupX-F79-CAXXA-ROSA,CUE,CUE,NODO-X,Final,BackupX,F79,CAXXA,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-Final/???-F63-PQ12X-XXX,GYE,GYE,Centro,Final,???,F63,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-/456-F63--,UIO,UIO,NODO-X,,456,F63,,,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/-F96--BLANCO,UIO,UIO,Centro,???,,F96,,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-???/BackupX-F79--,GYE,GYE,Centro,???,BackupX,F79,,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-???-/-F53-PE-99-BLANCO,CUE,CUE,???,,,F53,PE-99,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-???-123/???-F41-12345-ROSA,CUE,CUE,???,123,???,F41,12345,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/???-F54-PQ12X-NEGROX,CUE,CUE,Centro,Final,???,F54,PQ12X,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--/456-F83-PQ12X-NEGROX,UIO,UIO,,,456,F83,PQ12X,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/456-F82-PQ12X-ROSA,UIO,UIO,Centro,123,456,F82,PQ12X,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-Final/-F49-PQ12X-BLANCO,UIO,UIO,Centro,Final,,F49,PQ12X,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-Final/???-F68-PE-99-BLANCO,GYE,GYE,Centro,Final,???,F68,PE-99,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-???/BackupX-F97-PE-99-XXX,GYE,GYE,???,???,BackupX,F97,PE-99,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-???-123/???-F47-12345-NEGROX,UIO,UIO,???,123,???,F47,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--Final/???-F35-12345-NEGROX,CUE,CUE,,Final,???,F35,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/-F67-CAXXA-BLANCO,UIO,UIO,Centro,123,,F67,CAXXA,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-???/???-F28-12345-XXX,GYE,GYE,Centro,???,???,F28,12345,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--Final/BackupX-F38-CAXXA-ROSA,CUE,CUE,,Final,BackupX,F38,CAXXA,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--Final/BackupX-F10-CAXXA-,UIO,UIO,,Final,BackupX,F10,CAXXA,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/-F11-CAXXA-BLANCO,CUE,CUE,NODO-X,Final,,F11,CAXXA,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-/BackupX-F96-PE-99-NEGROX,GYE,GYE,NODO-X,,BackupX,F96,PE-99,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/456-F20--NEGROX,CUE,CUE,Centro,Final,456,F20,,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-/???-F16-12345-NEGROX,GYE,GYE,NODO-X,,???,F16,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-???-Final/456-F78--ROSA,UIO,UIO,???,Final,456,F78,,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-???-123/-F12-12345-NEGROX,CUE,CUE,???,123,,F12,12345,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-/BackupX-F82-12345-,CUE,CUE,Centro,,BackupX,F82,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/BackupX-F94-CAXXA-NEGROX,CUE,CUE,NODO-X,Final,BackupX,F94,CAXXA,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/???-F55-PQ12X-XXX,CUE,CUE,NODO-X,Final,???,F55,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-???-Final/456-F88--ROSA,CUE,CUE,???,Final,456,F88,,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-???-Final/456-F56-PE-99-,GYE,GYE,???,Final,456,F56,PE-99,,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-/-F81-PQ12X-XXX,GYE,GYE,NODO-X,,,F81,PQ12X,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/456-F81-12345-,CUE,CUE,NODO-X,Final,456,F81,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-/-F47-CAXXA-,GYE,GYE,NODO-X,,,F47,CAXXA,,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-Centro-???/???-F69-PQ12X-NEGROX,GYE,GYE,Centro,???,???,F69,PQ12X,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-???/456-F70-CAXXA-,CUE,CUE,NODO-X,???,456,F70,CAXXA,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--123/-F62-PE-99-,CUE,CUE,,123,,F62,PE-99,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/456-F27-CAXXA-ROSA,CUE,CUE,NODO-X,Final,456,F27,CAXXA,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--/456-F21-12345-,CUE,CUE,,,456,F21,12345,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/BackupX-F15-CAXXA-XXX,CUE,CUE,NODO-X,Final,BackupX,F15,CAXXA,XXX,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--123/???-F40-PQ12X-ROSA,CUE,CUE,,123,???,F40,PQ12X,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-Final/BackupX-F68-CAXXA-ROSA,GYE,GYE,NODO-X,Final,BackupX,F68,CAXXA,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-Final/-F66-CAXXA-NEGROX,UIO,UIO,NODO-X,Final,,F66,CAXXA,NEGROX,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--???/???-F66-CAXXA-,UIO,UIO,,???,???,F66,CAXXA,,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE--Final/456-F67-12345-BLANCO,CUE,CUE,,Final,456,F67,12345,BLANCO,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/456-F81-PQ12X-,CUE,CUE,Centro,Final,456,F81,PQ12X,,ruta_completa,0,Ejemplo sintetico incorrecto
,UIO--123/???-F94-12345-ROSA,UIO,UIO,,123,???,F94,12345,ROSA,ruta_completa,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-???/N/A-F46-CAXXA-,CUE,CUE,NODO-X,???,,F46,CAXXA,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-Final/N/A-F92-12345-XXX,UIO,UIO,???,Final,,F92,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-???/N/A-F96-PE-99-,CUE,CUE,Centro,???,,F96,PE-99,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--Final/N/A-F57-PQ12X-XXX,GYE,GYE,,Final,,F57,PQ12X,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/N/A-F59-12345-ROSA,UIO,UIO,NODO-X,123,,F59,12345,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-???/N/A-F92-PE-99-XXX,UIO,UIO,NODO-X,???,,F92,PE-99,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-/N/A-F16-12345-,UIO,UIO,???,,,F16,12345,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--123/N/A-F73-12345-XXX,GYE,GYE,,123,,F73,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-???/N/A-F80-12345-NEGROX,GYE,GYE,Centro,???,,F80,12345,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-/N/A-F27-PE-99-XXX,CUE,CUE,???,,,F27,PE-99,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-???/N/A-F16-CAXXA-BLANCO,UIO,UIO,???,???,,F16,CAXXA,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--Final/N/A-F10-12345-,GYE,GYE,,Final,,F10,12345,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO--123/N/A-F25-PQ12X-,UIO,UIO,,123,,F25,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--123/N/A-F92-12345-NEGROX,GYE,GYE,,123,,F92,12345,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/N/A-F85-12345-BLANCO,UIO,UIO,NODO-X,123,,F85,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-123/N/A-F54-12345-BLANCO,UIO,UIO,???,123,,F54,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-123/N/A-F60-PQ12X-NEGROX,CUE,CUE,Centro,123,,F60,PQ12X,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-???/N/A-F35-PE-99-ROSA,GYE,GYE,NODO-X,???,,F35,PE-99,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-???/N/A-F37-PQ12X-BLANCO,CUE,CUE,Centro,???,,F37,PQ12X,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-???/N/A-F43--NEGROX,UIO,UIO,???,???,,F43,,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-/N/A-F12-12345-,UIO,UIO,NODO-X,,,F12,12345,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-123/N/A-F79-PE-99-,UIO,UIO,???,123,,F79,PE-99,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/N/A-F88--XXX,UIO,UIO,Centro,123,,F88,,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-Final/N/A-F75-CAXXA-NEGROX,UIO,UIO,NODO-X,Final,,F75,CAXXA,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-123/N/A-F33--ROSA,UIO,UIO,???,123,,F33,,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--Final/N/A-F52-PQ12X-NEGROX,GYE,GYE,,Final,,F52,PQ12X,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-Final/N/A-F77-PE-99-BLANCO,CUE,CUE,???,Final,,F77,PE-99,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-123/N/A-F64--BLANCO,GYE,GYE,???,123,,F64,,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-/N/A-F49-PE-99-BLANCO,CUE,CUE,Centro,,,F49,PE-99,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-/N/A-F68-PE-99-NEGROX,GYE,GYE,Centro,,,F68,PE-99,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-Final/N/A-F53-PE-99-XXX,GYE,GYE,Centro,Final,,F53,PE-99,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-???/N/A-F67-12345-BLANCO,CUE,CUE,Centro,???,,F67,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-???/N/A-F26-CAXXA-ROSA,GYE,GYE,???,???,,F26,CAXXA,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE--/N/A-F75-PQ12X-XXX,CUE,CUE,,,,F75,PQ12X,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE--123/N/A-F39-PQ12X-BLANCO,CUE,CUE,,123,,F39,PQ12X,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE--/N/A-F72-12345-ROSA,CUE,CUE,,,,F72,12345,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-Final/N/A-F17-12345-BLANCO,GYE,GYE,NODO-X,Final,,F17,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-123/N/A-F68-CAXXA-,CUE,CUE,Centro,123,,F68,CAXXA,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO--123/N/A-F19-PE-99-ROSA,UIO,UIO,,123,,F19,PE-99,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-Final/N/A-F32-12345-XXX,GYE,GYE,Centro,Final,,F32,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-/N/A-F52-PE-99-,CUE,CUE,???,,,F52,PE-99,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/N/A-F85-12345-NEGROX,CUE,CUE,Centro,Final,,F85,12345,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO--123/N/A-F54-PE-99-ROSA,UIO,UIO,,123,,F54,PE-99,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--Final/N/A-F65-12345-ROSA,GYE,GYE,,Final,,F65,12345,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-???/N/A-F79--,CUE,CUE,NODO-X,???,,F79,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-???/N/A-F53-PE-99-,UIO,UIO,NODO-X,???,,F53,PE-99,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-/N/A-F56-PE-99-ROSA,UIO,UIO,NODO-X,,,F56,PE-99,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/N/A-F57-PE-99-,UIO,UIO,NODO-X,123,,F57,PE-99,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/N/A-F77-PQ12X-,UIO,UIO,Centro,???,,F77,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-123/N/A-F23-PQ12X-XXX,CUE,CUE,???,123,,F23,PQ12X,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-123/N/A-F11-12345-,GYE,GYE,Centro,123,,F11,12345,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-Final/N/A-F93-PE-99-ROSA,CUE,CUE,NODO-X,Final,,F93,PE-99,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--123/N/A-F70--,GYE,GYE,,123,,F70,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-???/N/A-F33-12345-NEGROX,GYE,GYE,???,???,,F33,12345,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--123/N/A-F40-12345-XXX,GYE,GYE,,123,,F40,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-???/N/A-F47-PE-99-XXX,UIO,UIO,???,???,,F47,PE-99,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-???/N/A-F71-12345-BLANCO,CUE,CUE,NODO-X,???,,F71,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/N/A-F43-PQ12X-,UIO,UIO,Centro,123,,F43,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-/N/A-F67-12345-XXX,GYE,GYE,???,,,F67,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-/N/A-F47--BLANCO,CUE,CUE,???,,,F47,,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-/N/A-F46--XXX,CUE,CUE,Centro,,,F46,,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/N/A-F91-PQ12X-,UIO,UIO,NODO-X,123,,F91,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-123/N/A-F25-CAXXA-XXX,GYE,GYE,???,123,,F25,CAXXA,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-/N/A-F76--,CUE,CUE,???,,,F76,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/N/A-F49-12345-BLANCO,CUE,CUE,Centro,Final,,F49,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-???/N/A-F78-12345-BLANCO,GYE,GYE,???,???,,F78,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-Final/N/A-F91-12345-BLANCO,UIO,UIO,Centro,Final,,F91,12345,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-123/N/A-F89-CAXXA-XXX,GYE,GYE,???,123,,F89,CAXXA,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-/N/A-F87--XXX,GYE,GYE,???,,,F87,,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-???/N/A-F92-CAXXA-ROSA,CUE,CUE,Centro,???,,F92,CAXXA,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/N/A-F32--XXX,UIO,UIO,Centro,???,,F32,,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-Final/N/A-F39--,UIO,UIO,NODO-X,Final,,F39,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-???/N/A-F79-PE-99-XXX,GYE,GYE,???,???,,F79,PE-99,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE--Final/N/A-F77--ROSA,CUE,CUE,,Final,,F77,,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-/N/A-F81-PQ12X-,UIO,UIO,NODO-X,,,F81,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-123/N/A-F88--NEGROX,CUE,CUE,???,123,,F88,,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-???/N/A-F31-CAXXA-XXX,GYE,GYE,Centro,???,,F31,CAXXA,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/N/A-F74-12345-XXX,UIO,UIO,Centro,???,,F74,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-/N/A-F38-12345-,UIO,UIO,NODO-X,,,F38,12345,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-Centro-/N/A-F76-12345-XXX,GYE,GYE,Centro,,,F76,12345,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE--Final/N/A-F78--XXX,CUE,CUE,,Final,,F78,,XXX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-/N/A-F41-CAXXA-,UIO,UIO,???,,,F41,CAXXA,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-Final/N/A-F48-CAXXA-ROSA,CUE,CUE,???,Final,,F48,CAXXA,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE--Final/N/A-F89-PQ12X-BLANCO,GYE,GYE,,Final,,F89,PQ12X,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-???/N/A-F50-CAXXA-ROSA,UIO,UIO,NODO-X,???,,F50,CAXXA,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-123/N/A-F55--,UIO,UIO,NODO-X,123,,F55,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-???/N/A-F13--NEGROX,CUE,CUE,NODO-X,???,,F13,,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-/N/A-F74-PE-99-ROSA,CUE,CUE,Centro,,,F74,PE-99,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-123/N/A-F50-CAXXA-ROSA,UIO,UIO,Centro,123,,F50,CAXXA,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-NODO-X-/N/A-F78--,UIO,UIO,NODO-X,,,F78,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-???-123/N/A-F35-12345-NEGROX,CUE,CUE,???,123,,F35,12345,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-NODO-X-/N/A-F51-CAXXA-BLANCO,GYE,GYE,NODO-X,,,F51,CAXXA,BLANCO,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-Final/N/A-F78-PQ12X-,CUE,CUE,Centro,Final,,F78,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-NODO-X-123/N/A-F95--,CUE,CUE,NODO-X,123,,F95,,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,GYE-???-/N/A-F54-CAXXA-,GYE,GYE,???,,,F54,CAXXA,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/N/A-F56-PQ12X-ROSA,UIO,UIO,Centro,???,,F56,PQ12X,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE-Centro-123/N/A-F11--NEGROX,CUE,CUE,Centro,123,,F11,,NEGROX,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-???-/N/A-F98-12345-,UIO,UIO,???,,,F98,12345,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,CUE--???/N/A-F62-PQ12X-,CUE,CUE,,???,,F62,PQ12X,,ruta_no_aplica,0,Ejemplo sintetico incorrecto
,UIO-Centro-???/N/A-F60-PQ12X-ROSA,UIO,UIO,Centro,???,,F60,PQ12X,ROSA,ruta_no_aplica,0,Ejemplo sintetico incorrecto
